Subj.Trial,A,B,C,D,E,Rating
434,1,0.550540958,0.628571429,0.347607053,0.365853659,1
435,1,0.553941267,0.685714286,0.336356003,0.463414634,1
436,1,0.519474498,0.6,0.332829555,0.390243902,0
437,0,0.465996909,0.542857143,0.313350126,0.365853659,0
438,1,0.531684699,0.628571429,0.336523929,0.43902439,1
439,0,0.475888717,0.542857143,0.327959698,0.341463415,0
440,1,0.565069552,0.628571429,0.391603694,0.43902439,1
441,1,0.644667697,0.714285714,0.471200672,0.463414634,1
442,1,0.588408037,0.6,0.358690176,0.341463415,1
443,1,0.612210201,0.657142857,0.353148615,0.390243902,1
444,0,0.445749614,0.514285714,0.272712007,0.341463415,0
445,1,0.573106646,0.685714286,0.407052897,0.43902439,1
446,1,0.629057187,0.628571429,0.364231738,0.390243902,1
447,1,0.580525502,0.628571429,0.385054576,0.390243902,1
448,0,0.423956723,0.485714286,0.231066331,0.317073171,0
449,0,0.442967543,0.514285714,0.279429051,0.365853659,0
450,0,0.376506955,0.4,0.274895046,0.268292683,0
451,1,0.501236476,0.542857143,0.351301427,0.365853659,1
452,0,0.437094281,0.514285714,0.357010915,0.317073171,0
453,0,0.509119011,0.571428571,0.318052057,0.365853659,0
454,1,0.549768161,0.657142857,0.350965575,0.463414634,1
455,0,0.474034003,0.542857143,0.324265323,0.341463415,0
456,0,0.474652241,0.6,0.330142737,0.365853659,0
457,0,0.402472952,0.457142857,0.228211587,0.268292683,0
458,0,0.400772798,0.485714286,0.227036104,0.268292683,0
459,1,0.564451314,0.628571429,0.295549958,0.365853659,1
460,1,0.533075734,0.542857143,0.323425693,0.390243902,1
461,0,0.386553323,0.485714286,0.248866499,0.341463415,0
462,1,0.593353941,0.657142857,0.426868178,0.43902439,1
463,1,0.568315301,0.6,0.406213266,0.365853659,1
464,0,0.456877898,0.514285714,0.314525609,0.341463415,0
465,1,0.607418856,0.685714286,0.428043661,0.390243902,1
466,0,0.451468315,0.485714286,0.308312343,0.365853659,0
467,1,0.58763524,0.628571429,0.41125105,0.365853659,1
468,1,0.627202473,0.685714286,0.33131822,0.390243902,1
469,0,0.406646059,0.428571429,0.224685139,0.243902439,0
470,0,0.414064915,0.542857143,0.245507976,0.317073171,0
471,0,0.424111283,0.514285714,0.286146096,0.292682927,0
472,0,0.563523957,0.628571429,0.307640638,0.365853659,0
473,0,0.470788253,0.571428571,0.327959698,0.365853659,0
474,1,0.616228748,0.714285714,0.355331654,0.43902439,1
475,1,0.577125193,0.628571429,0.358858102,0.341463415,1
476,1,0.544204019,0.6,0.363056255,0.414634146,1
477,1,0.575425039,0.6,0.402686818,0.390243902,1
478,0,0.499536321,0.571428571,0.351469353,0.365853659,0
479,0,0.44049459,0.514285714,0.293198992,0.365853659,0
480,0,0.5,0.657142857,0.343912678,0.365853659,0
